2026-03-17 00:28:08, 0D0B4A, XA-VCI [NACIONAL], ALTITUD: 11278.0 m
2026-03-17 00:28:08, A6C12F, N534VL [INTERNACIONAL], ALTITUD: 8542.0 m
2026-03-17 00:28:08, 0D0E46, XA-VST [NACIONAL], ALTITUD: 10363.0 m
